long,lat,log_price
488008.87177593,196986.953492323,10.819778284410283
489111.940944044,197044.060785028,12.66032791780777
488410.653460729,197307.117100664,11.951180395901384
488468.016325335,197505.278092322,11.686878772093667
485178.555265575,197842.371057514,11.813030057420567
490108.565886191,197848.444407962,12.254862809699606
485160.916309821,198913.382607837,11.26446410567173
489287.298172191,199447.30298799,10.819778284410283
486795.830747156,199779.261762529,10.858998997563564
494061.918410108,200575.987665692,12.799399490807907
494686.378900434,200757.974629433,11.84939770159144
485960.723357468,201095.386570396,11.127262984158243
495033.268940629,201246.232061286,11.512925464970229
488626.406419143,201719.796931004,12.151616459734115
486972.277022599,202388.832456975,12.081076155355488
485410.509166415,202496.986551353,11.99535161421452
486769.958480196,202962.667457664,11.002099841204238
485080.634248653,203215.05276359,12.072541252905651
485496.430880795,203244.268653097,11.127262984158243
485283.266337839,203433.449334972,11.27720313144916
485605.051267655,203454.60054576,11.612770799939945
486559.858231746,203490.535328018,11.877568578558138
484595.415436777,203622.368870992,11.813030057420567
485140.744543536,203668.950306417,11.156250521031495
485254.060689514,203753.023634881,10.736396675471232
489278.346346395,203711.047003526,11.747997587149712
487735.150923544,203885.401480712,9.769956159911606
488802.918365438,203984.644051148,11.970350312009105
488604.656037166,203989.229483728,11.83862560460953
488006.710948192,203998.512767825,11.669929213779893
490175.91124471,203981.466737028,11.711776323715394
495610.098338655,203955.957765863,12.100156419938624
485237.753685264,204339.749434026,11.225243392518447
488623.234879074,204767.011333076,12.205572520488492
494155.486748412,204725.02486882,11.982929094215963
487421.199529105,204849.699207979,12.028738630247258
487420.72519911,204900.022786359,12.425208175446844
490727.275689661,204880.300623205,12.429216196844383
487690.204638623,205026.483070662,11.49272275765271
485255.752720071,205163.855898674,10.778956289890028
489177.533441341,205114.541991072,11.49272275765271
488727.820614364,205135.952069749,11.891361900690473
487662.279348923,205240.50807631,12.137258329529814
495505.483194474,205132.483528509,11.682668239557323
488219.849368791,205773.07540971,12.144197241812087
485883.663950737,205846.976810365,11.951180395901384
486305.757655256,206102.173625497,11.925035115797062
498714.982510608,206060.21925502,12.487485104968359
498492.850164458,206090.970141932,11.904967552746252
486123.777698705,206295.399208594,11.651817463836847
486100.757541128,206478.143156673,11.711776323715394
493609.486544728,206866.792549143,12.031719258385396
489485.504271449,207157.27479587,11.722781121957503
489484.553028849,207320.012145673,11.813030057420567
489638.647653969,207364.658069002,11.4607897105497
491819.172194824,207571.17205003,12.069680020624618
498097.582366822,207594.516083433,12.427214194173711
498128.136594013,207594.976911341,12.387977448827787
491447.349563604,207986.569244042,12.176901268229894
499368.948004878,207881.606524302,11.03488966402723
498032.450596873,207908.095882658,12.103486056755072
499403.475251459,207916.005697434,11.531747219210816
499358.077699516,207964.616355332,11.652687407345388
497999.079615494,208004.307615677,10.558413520275876
497856.316659307,208018.750058499,10.46310334047155
492338.229934284,208151.052417405,11.314474526246391
491204.935092254,208279.64688474,11.9891596439666
497062.148610565,208203.768195137,12.29796791023443
497829.808937597,208223.161635443,10.491274217438248
498097.85557297,208227.955826466,10.505067539570582
498213.346215683,208227.005972999,10.594131602877955
495799.499668105,208365.466074914,12.190959007720126
494087.032024879,208397.630301352,12.388394202324129
491233.194322284,208528.695840786,12.071969661006694
491123.422420718,208593.760496955,12.180754837545884
491014.940310413,208599.938442064,12.013700752882718
492071.795278507,208874.755150695,10.87804719253426
491286.766333851,209003.0687587,11.90429164869889
499966.29543998,208957.875905023,12.040608205802641
492425.249957294,209278.160916661,12.269047444691562
485199.544575386,209740.242846115,11.813030057420567
484695.267378061,209801.75553823,11.440354772135393
489888.655838965,209858.70353852,11.082142548877775
489417.811150913,209930.823301307,12.072541252905651
489843.325941692,210099.754838532,12.577636201962656
489974.4787727,210098.992044727,12.037653993905211
497530.058467523,209996.761085131,11.184421397998193
492655.32944192,210257.76569555,11.407564949312402
497216.63087626,210348.285088308,11.418614785498987
497291.82429404,210414.755495098,11.292278793854607
492917.642399277,210512.368993461,11.751942365440728
492915.808489259,210563.49000525,11.585246126549855
503178.35945172,210589.274947398,12.111761966058932
502738.232291407,210610.918157457,11.77528972943772
492972.244807003,210787.140019286,11.964001084330445
497704.411625438,210736.385340518,12.320226882832477
502563.434234554,210709.334489299,11.925035115797062
499055.365876209,210767.052383734,11.37366339763672
502642.292227588,210773.144740932,11.607326140391713
502467.943729953,210780.256249921,11.790557201568507
501864.764217885,210798.142482144,11.26446410567173
502659.041813524,210809.130067196,11.289781913656018
501808.299806264,210836.335728117,11.652687407345388
503168.612970645,210828.542385374,11.26446410567173
503579.181851464,210868.850545482,11.44571671527678
502820.758565674,210893.159809138,11.23453343942554
501943.129298316,210917.821188966,11.002099841204238
492767.770856595,211070.835477208,11.931635799828413
502019.3684147,210941.785162014,11.141861783579396
501447.37678389,210957.731178608,10.4341158035983
485294.782237553,211197.275304297,11.141861783579396
503234.835416574,210971.499332582,11.350406535472453
503340.734863734,211005.523370216,11.071314910225711
502870.475137103,211017.785042224,11.49272275765271
502892.445216961,211026.266416401,11.314474526246391
503955.356120643,211015.154042562,11.49781182716018
501883.4819859,211047.802424661,11.032467377820634
503426.781350052,211046.032502888,11.00043178410354
503151.208363027,211056.471553237,11.156250521031495
503195.151996257,211073.769222965,11.06663836234181
501808.328370427,211116.57055375,11.288531131754366
504264.622717355,211086.272937703,11.884489021402711
503027.177773386,211189.299971702,10.980195005816189
504168.825254431,211217.044052822,11.813030057420567
503309.796724743,211238.630298345,11.074420502783864
503985.908239981,211452.70710974,11.37366339763672
504349.480110365,211474.574432929,11.48246625748552
504067.993579027,211484.501368429,11.225243392518447
503969.44816217,211494.909593227,11.491701828518602
504059.591891575,211593.795910755,11.314474526246391
503699.158919524,211638.544804393,10.839580911706463
504150.808512696,211635.022847505,11.289781913656018
504510.657004726,211659.946120076,12.254862809699606
504228.364031661,211665.101437973,11.192720200812888
504017.634228997,211701.311779025,10.915088464214607
504078.299559561,211785.259460083,10.596634733096073
503721.564189715,211799.858085877,11.054059580134949
504108.063392742,211841.069459985,10.46310334047155
504570.233492999,211915.629355231,11.931635799828413
492925.848818196,212078.616536877,10.896739325546411
504226.636646408,211952.023188369,10.714417768752456
504400.698845294,211956.952999694,11.379394072345706
504119.707149464,212059.950104253,11.59910316121128
494465.147616784,212197.849436652,11.225243392518447
504711.894573095,212070.494682238,11.225243392518447
504648.769068687,212078.097352474,11.289781913656018
504461.638196909,212087.661588148,11.141861783579396
504305.756261567,212101.262323964,11.915051671812877
504647.27025515,212110.105744252,11.156250521031495
504174.163496593,212122.432479828,11.095878545868636
503583.226379306,212212.324463162,11.542484267211773
505266.827032087,212224.411074763,12.072541252905651
504311.241418633,212258.246133059,11.635143097694478
504119.72654074,212289.202773672,11.691071650353702
504532.650194876,212305.985450892,11.271490643683768
504721.847774348,212308.169530957,11.275936506833965
503920.338036007,212330.15391791,11.407564949312402
505521.949926911,212402.361977038,11.308358299228955
505713.840167243,212400.205040295,11.326595886778735
505993.714809375,212416.686203411,11.154820928221902
506014.155323163,212442.968208607,11.626254150277232
497163.267049303,212592.831792886,11.156250521031495
503876.057882435,212507.566078003,11.112447898373103
505467.601113372,212488.260388207,10.896739325546411
505274.661470069,212518.538744632,11.429543856031177
504043.271294878,212550.675492293,11.332601910838946
506141.753318774,212551.836942972,11.401993904262946
505656.172504738,212558.34181864,11.695247021764184
497844.423940975,212685.9753418,12.86099861326992
495861.044156803,212715.993284153,10.668955394675699
505206.594489191,212588.290273587,11.326595886778735
505819.293306902,212601.989294211,10.882753083571671
504790.821810122,212620.045381633,11.33857207782545
503993.977878938,212632.742031769,11.359774285476053
505809.293743563,212615.558499804,11.19684391799675
505909.524096469,212620.370061742,11.097410021008562
499290.347406177,212716.680775385,12.936033799212835
505667.867758365,212636.940159253,11.813030057420567
505459.313478982,212729.727647029,11.127262984158243
497968.651837077,212831.292901387,12.821258284620408
504113.350844801,212748.23744061,11.851181823384943
504595.210158515,212745.010375646,11.213170811284177
496775.111610502,212870.461502332,10.858998997563564
506548.448968448,212747.750924492,11.379394072345706
506232.442704976,212754.595152825,10.976782033219948
505820.146446316,212770.918745166,11.03488966402723
505535.32284315,212776.945249398,11.225243392518447
504183.967773337,212815.949445094,11.863582336583399
506595.503924061,212794.463054571,11.407564949312402
505262.055478592,212812.155409266,11.205040685200927
504693.271239755,212819.809138344,11.429543856031177
506195.390836678,212817.606469382,11.453175460564454
504223.082287516,212853.865255482,11.678439903447801
504639.23123269,212851.950977872,11.383955083673268
504236.092085731,212866.467254966,11.758925798427367
504575.585715938,212863.893026882,11.314474526246391
506987.343805486,212835.09163109,11.77528972943772
505387.066609023,212856.400798053,11.089041771338046
506166.688036871,212855.407998664,11.289781913656018
504591.17404571,212876.017531782,11.320553572322773
497844.232450989,212981.100715981,12.542544882151386
498117.430700456,212979.156508044,12.697715449879391
507012.119947981,212861.654179879,11.665646551987892
505193.394413903,212893.688549629,11.27720313144916
504196.363272669,212908.531572629,11.379394072345706
505538.075532145,212898.977729087,10.968198289528557
505503.18412641,212903.096391314,11.225243392518447
506324.899225056,212900.685083365,11.074420502783864
505263.897471594,212940.752978567,11.502875129116727
500045.185834642,213015.939366906,10.305613759378778
504604.174546776,212964.260545347,11.225243392518447
505605.106194289,212961.418493282,11.16336798880036
499770.747984325,213042.708688654,12.206072645530174
499816.260889846,213065.184815429,10.542706391070517
506142.970784017,212982.225059853,11.002099841204238
499737.076906123,213086.713571834,12.25590512344471
498296.204854333,213107.498925559,12.621488084491506
504344.348582995,213031.428965896,11.571194373094205
507111.535084611,212998.890294606,11.884489021402711
506796.281788881,213024.582770351,11.430630222243398
506410.740876355,213038.530930912,11.302204433654575
504127.616360424,213077.490100805,11.314474526246391
506353.727467972,213053.926369565,10.985292722887856
505915.570061127,213061.914214454,11.296012463406655
506330.707836415,213092.653747991,10.985292722887856
505338.357762616,213112.500662689,11.461632170582678
505762.044877755,213114.328772677,11.170435156023453
505580.475876104,213119.904979187,11.191341840842766
506076.278128158,213119.926869603,10.985292722887856
505999.376021446,213138.580948018,11.383955083673268
499869.286904817,213227.510178452,12.043553716032399
504371.920863901,213174.794055609,11.326595886778735
505789.152595022,213185.396943548,11.344506813345266
506076.576721782,213181.790170821,11.326595886778735
504245.720299164,213236.655926851,11.289781913656018
507319.496920186,213212.049635463,12.206072645530174
505437.488845863,213238.499755068,11.018629143155449
506098.302034201,213236.712454127,11.36789969291997
504172.137353374,213278.94414743,11.251560700835821
504117.279098318,213280.222602646,11.320553572322773
505796.76559011,213264.492783393,11.03488966402723
505741.738897541,213265.650091061,11.225243392518447
506176.498240311,213260.250110622,11.170435156023453
505611.29598285,213277.671710908,11.225243392518447
505347.438057891,213297.539923122,11.238488619268468
499841.281912458,213374.068411503,12.240474072247506
499903.216531311,213377.991802699,10.257659366256743
505270.912718391,213325.638003463,11.258033215341438
505040.812341637,213331.193671282,11.779894495824468
494086.134058945,213487.26843369,11.652687407345388
505452.372488887,213337.715909601,11.461632170582678
498651.930442181,213450.193255661,13.012548511397123
499729.11441498,213452.810213724,12.186889826113399
504448.114841784,213426.260237076,11.154820928221902
505117.167118605,213443.4908415,11.813030057420567
505886.02165047,213440.164059082,11.33857207782545
506146.130324355,213466.125455682,11.170435156023453
505313.2751185,213479.143619329,11.169025712520218
505618.625892424,213476.173777857,11.333798799072794
506137.476935033,213480.565456198,11.231887935237117
505598.878966934,213509.640714252,11.320553572322773
507418.012023573,213489.029908356,11.736069016284437
498012.559995051,213630.852288191,12.501722887631132
505506.346422905,213544.386363853,11.55214617812351
506004.300469613,213551.816860513,11.225243392518447
505497.128055556,213560.167356609,11.589886506106357
505321.032360661,213575.342361453,11.711776323715394
505683.916513279,213578.51284296,11.156250521031495
505722.97146819,213606.32984524,11.170435156023453
504443.509379124,213627.917412338,10.736396675471232
506053.821601138,213621.707801266,11.19684391799675
506212.395593473,213625.214493803,11.390757830996021
505847.182737213,213660.923133507,11.03488966402723
506025.916129157,213669.274086324,11.407564949312402
505545.775528768,213690.822840826,10.839580911706463
506053.06095723,213685.473110463,11.156250521031495
505538.841347487,213702.686586043,10.789319076925574
506007.145454181,213700.950143715,11.407564949312402
499172.176836803,213794.398301782,12.117241431823558
505727.796471426,213708.342766196,10.670117509855876
505660.058181819,213712.886641282,11.042921835724492
505718.493027318,213724.01351331,10.126631103850338
505901.792147783,213724.416069141,11.350406535472453
499851.559708029,213805.447346779,12.524526376648708
503735.418789841,213772.654332588,11.831379196088763
499582.303241446,213830.820011323,12.072541252905651
506674.282727293,213740.451749559,11.325390341123386
505491.106178599,213783.390035941,11.418614785498987
505614.364356691,213790.341685436,11.37366339763672
498014.822911272,213905.173145631,10.876158617846391
507543.03920044,213779.225299761,11.747997587149712
505219.939051131,213810.466781037,11.196157811623351
505941.606817958,213811.092742855,11.320553572322773
505208.726417934,213826.718448164,11.49781182716018
